post	implicit_class	extra_implicit_class
"H&R Block employee when my best friend (who's black) and I went to get our taxes done together:: ""Employed?"" Me:: ""Yes."" H&R:: ""Any children?"" Me:: ""No."" H&R, turns to my friend:: ""Okay, and you. Employed?"" Him:: ""Yes."" H&R:: ""Any children?"" Him:: ""No."" H&R:: ""Are you sure?"" Him:: ""Um..."" H&R:: ""Just checking."" Him:: ""Yes, I'm sure."""	stereotypical	
There are scholarships available solely for black men, black women, only women, Hispanic men and women...but if there was a scholarship that only a white man could apply for, I bet it would cause an uproar. Just sayin'. Is this fair in today's day and age? What did my generation do to oppress any specific group of people? Isn't it time for equality across the board?	white_grievance	
Hahaha, you're so funny! You're not asexual! There's no such thing! Humans are MADE for sex! You just haven't had GOOD sex yet! Someday you'll meet the right guy and you'll want to screw his brains out, and then you'll remember how insane you were to ever say you're asexual!	other	
So how much Indian ARE you? I mean, you don't look it.	other	
*gasps* You've NEVER had taiyaki* before? You're not really Japanese!	other	
So you're really not into men? Like, really really not into men? Are you sure?	other	
Classmate:: So, which one of your parents is black and which is white? Me:: My mom is white and my dad is black. Classmate:: (trying to by funny) So, your mom was a rape victim? I was 17 years old.	stereotypical	
I just think that the feminist movement glorifies obesity. It should focus on being healthy, because what it's doing now is just as bad as the mainstream media!	stereotypical	
I wouldn't call myself a feminist anymore. I think I'm a realist now. I think maybe we're in denial and that men and women aren't necessarily capable of the same things. Maybe women need to make some sacrifices.	stereotypical	
God made Adam and Eve, not Adele and Eve.	other	
Don't become one of those militant gay people.	other	
Go back to China.	incitement	
Female Coworker:: So you're driving cross country? Me:: Yep. FC:: Are you gonna stop at hotels or something? Me:: Nah, like I did before I'll just stop at rest stops when I get too tired and sleep in the car. FC:: Oh, well, do you have any protection? Me:: Uh, sure I guess, I mean I have pepper spray and always carry my pocketknife... FC:: No no, I meant do you have a MAN to protect you. Because obviously women can't defend themselves, and men never get robbed or assaulted...	stereotypical	
Bisexual is a term that gay guys in high school use when they want to hold hands with girls and feel like a normal person for a change.	stereotypical	
That's why black men, like my boyfriend, date us white women. They like REAL hair, real nails, and none of that attitude. Black girls are way too ghetto and too much work.	inferiority	
Well you know, you are going to have to deal with some uneducatable black kids.	inferiority	
I wish you'd stop calling me a feminist. I'm not a feminist. It's really insulting. I love all that traditional woman stuff, cooking, cleaning, like that.	other	
No you can't like him. It's the most disgusting thing to mix a Black and an Asian!	inferiority	
I didn't know that such a dark girl could be pretty.	inferiority	
"If the Japs are offended, then screw them. They should have stayed away from Pearl Harbor."" The highest rated comment on a very old and very racist Bugs Bunny cartoon shown on YouTube. 7 macro,race 6 years ago"	incitement	
Dad:: So what are you taking next semester? Me:: Intro to philosophy, deductive logic, women and modernism- Dad:: Ha! That's a contradiction right there! Me:: Why? Dad:: Modern women aren't logical!	stereotypical	
Wow, look at all these black kids. Hey, I bet they all have the same dad. All black people are totally related.	stereotypical	
You communicate like a girl, I just don't get it. I'm a guy. You need to just say what you mean!	stereotypical	
I believe in equal rights for gay people, but I wish they wouldn't kiss in public. It's gross.	inferiority	
Why can't all Black Women wear their hair like yours?	other	
"After you strip off his makeup and clothes, biologically he's still a man""."""	stereotypical	
While sitting with a friend, observing the art at Museum of Modern Art, a museum security employee approaches us. Employee:: So, where are you from? (to my friend) Lemme guess, Japan? Friend:: Uh, no, Korea. Employee:: Ah, and you... (to me) Where are you from? Puerto Rico? Me:: No, I'm from California. Employee:: Right, but you probably are Puerto Rican. Me:: I'm not. Employee:: Are you sure? You *must* have some Puerto Rican blood in you! Me:: I assure you, I don't.	stereotypical	
I don't know how well this software [facial recognition software] will work in places like Asia because all Chinese people look the same.	stereotypical	
I want to make bumper stickers that say ISLAM IS NOT A PEACEFUL RELIGION and sell them.	stereotypical	
We don't keep eating utensils in the car. That's what FAT FAT FAT people do.	stereotypical	
You're Middle Eastern? Really? It's so good to know there are actually decent Middle Eastern people out there.	stereotypical	
But you're not REALLY disabled. You look so pretty!	stereotypical	
You can't be a person of colour; you're too pale!	stereotypical	
Why are there so many party stores in the ghetto? Like do all the poor people like to celebrate they're poor?	inferiority	
She always wears such revealing clothing and flirts with all of these guys when we're out. It's just gross and dangerous. I'm not saying that a person deserves to be raped, but...	incitement	
Why do you listen to 'Chinese music?' You don't even understand and they all look the same anyways.	stereotypical	
Are you really going to let a GIRL beat you?	inferiority	
WHY are you Atheist?	other	
Black Student:: Yeah man us Black people don't do too well in water. White student:: Yeah, yall took advantage of that free boat ride huh? An exchange my friend who attends Lake Forest College overheard.	stereotypical	
