ID	target	implied_statement
768943299298103296	Illegal immigrants	Illegal immigrants shouldn't have the same right as citizens
768943299298103296	Immigrants	Immigrants should not have rights
938789494282579968	Illegal immigrants	Illegal immigrants take jobs
938789494282579968	Immigrants	Immigrants are poor and have to be deported
938789494282579968	Puritans	Mocking puritan lifestyle
873769195061817344	Black people	Black people deserve to be killed by the police
873769195061817344	Black folks	Black folks have to die
873769195061817344	black folks	Black people should be killed by police
881228486710579200	Muslims	Muslims should die
881228486710579200	Illegal immigrants	Illegal immigrants are ruining california
GAB_3343	Jewish people	Jewish people should be killed
GAB_3343	Jews	Jews should be killed
941135755862331392	Immigrants	Immigrants should be reported
941135755862331392	Illegal immigrants	Illegal immigrants should be deported
710556434270846976	Immigrants	Immigrants should be deported
710556434270846976	Illegal immigrants	Illegal immigrants make our society worse
839151921084542848	Illegal immigrants	Illegal immigrants should be arrested
839151921084542848	Immigrants	Immigrants should be imprisoned
939672387645296640	Illegal immigrants	Illegal immigrants ruin countries
939672387645296640	Immigrants	Immigrants are not normal
862747563870605312	Black people	Black people are only good for labor
862747563870605312	Black folks	Black people are ignorant
690580701142319104	Immigrants	Immigrants should die
690580701142319104	Muslims	Muslims are dangerous
917420867306504192	Illegal immigrants	Illegal immigrants are gross
917420867306504192	California	California is a bad state
618617677427421184	Gay	Gay should not have weddings.
618617677427421184	Gay people	Gay people shouldn't get married
847892297605840896	Jewish people	Jewish people are lowlife
847892297605840896	Jewish people	Jewish people are pathetic
931191840958582784	Immigrants	Immigrants are unintelligent and should be deported
931191840958582784	immigrants	Immigrants are not intelligent
685626480315895808	Immigrants	Immigrants should die
685626480315895808	No specific group	These people will be imprisoned
830465664963985408	Immigrants	Immigrants should be deported
830465664963985408	Illegal immigrants	Illegal immigrants are criminals
741038844871462912	Immigrants	Immigrants should be deported
741038844871462912	Black people	Black people are worthless
614881127224881152	People with left political views	People with left political views allow beastiality.
614881127224881152	liberal	Liberal approve too much deviance.
892377050752798720	Dwarves	People with dwarfism will work for anyone
892377050752798720	Immigrants	Immigrants are stupid
798320462241628160	Immigrants	Immigrants should be deported
798320462241628160	immigrants	Immigrants are criminals
887069789646147584	Africans, Religious people	Africans are slaves and religious people are stupid
887069789646147584	Immigrants	Immigrants should be deported
GAB_9625	Jewish people	Jewish people are subhuman
GAB_9625	Jews	Jews are uneducated
GAB_9625	Jewish people	Jewish people have no soul
946064046708657920	Protestors	Protestors are violent
946064046708657920	Immigrants	Immigrants should be abused
862122085123997696	Illegal immigrants	Illegal immigrants are violent
862122085123997696	Immigrants	Immigrants should be killed
634720619616055296	No specific group	These people are violent
634720619616055296	Immigrants	Immigrants are like mongrels
719950689737252864	Muslims	Muslims are terrorists
719950689737252864	Muslims	Muslims should die
659444457280958464	Muslims	Muslims are terrorist.
659444457280958464	Immigrants	Immigrants are terrorists
GAB_6674	Immigrants	Immigrants should be deported
GAB_6674	Politicians	Politicians are self-serving
810429599075147648	Black people	Black people should be exiled
810429599075147648	Immigrants	Immigrants should be deported
705873423394742272	Muslims	Muslims are worthless
705873423394742272	Muslims	Muslims are unacceptable
925902881672196096	immigrants	Immigrants take and don't give back
925902881672196096	Immigrants	Immigrants should be deported
869928764540583808	Illegal immigrants	Illegal immigrants are demanding
869928764540583808	Immigrants	Immigrants should be deported
615564151021285376	Muslims	Muslims should die
615564151021285376	Muslims	Muslims belive in Jihad
938859046593056768	Immigrants	Immigrants are doped
938859046593056768	Immigrants	Immigrants are drugged
929750809973346432	Not specified	the group are angry.
929750809973346432	black folks	black folks are like donkeys
929750809973346432	Black folks	Black folks are donkeys
759055286006980608	Muslims	Muslims are animals
759055286006980608	muslims	muslims are animals
474444281378529280	Immigrants	Immigrants should be deported
474444281378529280	Immigrants	Immigrants have to be deported from Texas
754735263272820608	Black people	Black people ask for too many rights
754735263272820608	Black folks	Black folks are not equal to white people
941912034962214656	Criminals	Criminals have to be killed
941912034962214656	Immigrants	Immigrants should be executed
921748462437306368	Black people	Making racism a simple and trivial thing
921748462437306368	Black people	Black people victimize themselves.
766468262104297472	Color people.	People of color are inferior.
766468262104297472	Black folks	Black people destroy society
408289323759325184	Immigrants	Immigrants are poor
408289323759325184	Immigrants	Immigrants are stupid
925762168141811456	Immigrants	Immigrants should be deported
925762168141811456	Immigrants	Immigrants are dunces
677657938803191808	muslims	muslims mistreat their female partners
677657938803191808	Muslims	Muslims are abusive to women
894392035242790912	Immigrants	Immigrants don`t deserve to live with local people
894392035242790912	Immigrants	Immigrants should be kept imprisoned
662106251099308032	Black folks	Black people are animals
662106251099308032	Immigrants	Immigrants look like monkeys
648638622514704384	Immigrants	Immigrants should be killed
648638622514704384	a specific person	threat to commit a violent act towards someone.
742369498884407296	muslims	muslims dominate
742369498884407296	Muslims	Muslims want to dominate the countries they immigrate to
896620831853473920	Colored people	Colored people deserve to get beat.
896620831853473920	Jews	Jews deserve to be kicked in the ass for their race
778505242904330240	Muslims	Muslims are dangerous and must be exposed
778505242904330240	Muslims	Muslims are terrorists
823599987955208320	Immigrants	Immigrants are lazy
823599987955208320	Immigrants	Immigrants are violent
941794510924902400	Immigrants	Immigrants from daca have to be deported
941794510924902400	Immigrants	Immigrants should be deported
901438054249967616	immigrants	Immigrants are unable to integrate.
901438054249967616	Immigrants	Immigrants are ignorant
590589470891712512	Muslims	Muslims are scum and don't want to assimilate
590589470891712512	Muslims	Muslims should accept how the school system works. Muslims wants to change western society
940292065539133440	Immigrants	Immigrants have to be deported more
940292065539133440	Immigrants	Immigrants should be deported
874413825436602240	Immigrants	Immigrants should be deported
874413825436602240	immigrants	immigrants are not Americans
829901187264684032	Old people	Old people are boneheads
829901187264684032	Muslims	Muslims are hardheaded
840609684314849280	Immigrants	Immigrants are criminals
840609684314849280	Immigrants	Immigrants do not follow the law and must have their resources cut off
884177611429224320	Immigrants	Immigrants are the worst scum of humans
884177611429224320	Not specified	the group are inferior human.
884177611429224320	Muslims	Muslims are the worst kind of human
884177611429224320	Liberals	Liberals are inferior humans
877219960858312704	Immigrants	Immigrants should be deported
877219960858312704	Liberals	Liberals have harmed the country
686706664406446080	Immigrants	Immigrants are dangerous to the society
686706664406446080	Muslims	Muslims are barbarians
943199645022465920	Illegal Immigrants	All Illegal Immigrants must be deported
943199645022465920	Immigrants	Immigrants should be deported
714849032502448128	Muslims	Muslims are slaves and ride camels
714849032502448128	Black folks	Black people are worthless
GAB_17780	Immigrants	Immigrants have to be shoot
GAB_17780	Immigrants	Immigrants should be killed
943203512766345216	Iranians	Iranians are ragheads
